message	correspondent	direction	tweet	word1	word2	word3	time	subject	thread	length
20306	3	from		officer	iegcs	mckenzie	1350680772	Please see attached example 	2276	44
20373	3	from		amckenzie	officer	iegcs	1350872869	Jerome, not sure you got my prior emails, could you please confirm? thanks, Alex<eom>	2281	29
20374	3	to		travel	past	evening	1350917279	Re: Jerome, not sure you got my prior emails, could you please  confirm? thanks, Alex<eom>	2281	35
20372	3	from		iegcs	lets	~pm	1350919458	Re: Jerome, not sure you got my prior emails, could you please confirm? thanks, Alex<eom>	2281	51
20443	3	from		stolen	phones	calling	1350950469	telephone call tomorrow at 2pm CEST	2281	65
20442	3	from		answering	alternatively	alexhmckenzie	1350945084	Telephone call	2286	54
20502	3	from		iegcs	mckenzie	rgards	1351024179	Data source clarification - from Ken	2291	41
20501	3	to		enough	early	grab	1351026226	Re: Data source clarification - from Ken	2291	7
20600	3	from		amckenzie	officer	iegcs	1351109547	Jerome, what would be a good time to catchup today? do you want to connect  now? regards Alex<eom>	2300	29
20621	3	from		orate	verdana		1351146622	Reviewing first draft visualizations	2301	107
20622	3	to		scatterplot	corner	indicator	1351156494	Re: Reviewing first draft visualizations	2301	118
49	4	from		kaigre	regardons	mercis	1324548357	RE: RDV à monter/permanents CNN / Etalab	3	168
47	4	to		réjouis	edi	vendr	1324553768	Re: RDV à monter=2Fpermanents CNN =2F Etalab	3	18
42	4	from		gregoire	placera	totue	1325615615	RE: RDV à monter/permanents CNN / Etalab	20	283
53	4	to		vendred	janvie	ndredi	1325621750	Re: RDV à monter=2Fpermanents CNN =2F Etalab	20	310
41	4	to		envisage	endredi	janvi	1325625084	Re: RDV à monter=2Fpermanents CNN =2F Etalab	20	326
48	4	from		plénière	recadrer	évoquons	1325688917	RE: RDV à monter/permanents CNN / Etalab	34	368
40	4	to		vous	mehdi	parfait	1325689468	Re: RDV à monter=2Fpermanents CNN =2F Etalab	34	4
44	4	from		embrouiller	grégoire	participeront	1325780105	RE: RDV à monter/permanents CNN / Etalab	45	448
22744	5	from		dalle	dojo	personnaliser	1353920989	vente de créateurs ce week-end =21	2484	73
22744	5	to		dalle	dojo	personnaliser	1353920989	vente de créateurs ce week-end =21	2484	73
23022	5	from		ameliebiggs	canalblog	ascenseur	1354256368	vente de créateurs aujourd'hui et demain =21	2503	49
23022	5	to		ameliebiggs	canalblog	ascenseur	1354256368	vente de créateurs aujourd'hui et demain =21	2503	49
273	6	to		announcement	april	lutherkirche	1325673926	SEE #7	28	43
277	6	to		glo	miniature	reer	1325674514	Re: SEE #7	29	141
281	6	to		mine	exciting	described	1325674679	Re: SEE #7	29	25
290	6	to		described	spring	interwebs	1325675191	Re: SEE #7	29	94
280	6	to		worthy	married	blocked	1325682392	Re: SEE #7	29	57
274	6	to		saw	family	luck	1325682834	Re: SEE #7	29	19
279	6	to		satisfactory	shrunk	toolbars	1325675475	Re: SEE #7	30	61
278	6	to		visualising	congratulations	happening	1325683148	Re: SEE #7	32	20
287	6	to		thinner	marriage	herbert	1325687780	Re: SEE #7	32	56
285	6	to		breathing	spect	stretching	1325691876	Re: SEE #7	35	30
284	6	to		bore	overbooked	subcontract	1325694035	Re: SEE #7	35	127
282	6	to		forward	words	serious	1325709183	Re: SEE #7	35	8
286	6	to		married	publicity	aaaaah	1325719225	Re: SEE #7	35	121
289	6	to		controversies	optimism	sciencepo	1325725703	Re: SEE #7	35	139
275	6	to		convince	warm	publicity	1325750522	Re: SEE #7	35	97
283	6	to		stamford	subsistence	unjustifiable	1325751119	Re: SEE #7	41	330
288	6	to		enterprise	deluge	semantic	1325760712	Re: SEE #7	41	53
276	6	from		peak	breath	congratz	1325765749	Re: SEE #7	41	42
276	6	to		peak	breath	congratz	1325765749	Re: SEE #7	41	42
422	6	to		pulls	directi	simplifying	1325790298	Flowingdata	41	66
420	6	to		ppl	flowing	paywall	1325792098	Re: Flowingdata	41	65
426	6	to		paywall	rewarded	simplifying	1325804827	Re: Flowingdata	41	218
427	6	to		skeptical	memberships	underestimate	1326141866	Re: Flowingdata	41	39
416	6	to					1326143286	Re: Flowingdata	41	0
421	6	to		unpaid	gigs	luxury	1326185438	Re: Flowingdata	41	84
419	6	to		paid	twice	adventure	1326191551	Re: Flowingdata	41	29
425	6	to		probably	oecd	pay	1326193789	Re: Flowingdata	41	6
424	6	to		mature	ecology	coexist	1326198883	Re: Flowingdata	41	68
404	6	to		plotting	qfaau	sensed	1325782315		47	12
423	6	to		brotherly	solidarity	succeeds	1326200817	Re: Flowingdata	74	76
417	6	to		fellow	subscription	bremen	1326210983	Re: Flowingdata	74	42
418	6	to		wish	ahead	monitor	1326220976	Re: Flowingdata	74	13
839	6	to		planning	besides	resonate	1326309908	Resonate	85	15
838	6	to		jeremy	christoph	mates	1326310825	Re: Resonate	85	28
841	6	to		malofiej	fear	sxsw	1326311966	Re: Resonate	85	33
836	6	to		agencies	shelves	settled	1326313100	Re: Resonate	85	71
843	6	to		amsterdam	allright	fitc	1326379323	Re: Resonate	85	28
837	6	to		christoph	belgrade	duties	1326456598	Re: Resonate	85	32
842	6	to		resonate	fitc	festivals	1326644075	Re: Resonate	85	13
840	6	to		bought	resonate	fitc	1328045390	Re: Resonate	85	26
996	6	to		logs	repositories	toolkit	1326491746	How does a beginner find data?	100	278
998	6	to		fredericbrodbeck	programmableweb	unstructured	1326492283	Re: How does a beginner find data?	100	166
999	6	to		filetype	imports	ocr	1326494460	Re: How does a beginner find data?	100	158
997	6	to		pachube	scrape	socrata	1326532953	Re: How does a beginner find data?	100	99
1000	6	to		reverse	mindset	engineered	1326585773	Re: How does a beginner find data?	100	69
1551	6	to		prospect	requ	witness	1327350886	Quick bit of advice	145	249
1555	6	to		prospect	requ	witness	1327352124	Quick bit of advice	146	233
1554	6	to		scalable	framed	replicated	1327357198	Re: Quick bit of advice	146	133
1553	6	to		traveling	selling	trainers	1327357490	Re: Quick bit of advice	146	50
1552	6	to		eventual	forbid	lawsuits	1327359766	Re: Quick bit of advice	146	132
1611	6	to		rejoining	resending	visualiza	1327419339	Not getting cartel emails	150	135
1612	6	to		fsig	sparrow	sparrowmailapp	1327428429	Re: Not getting cartel emails	150	69
1669	6	to		blasts	explanatory	violates	1327491456	imdb + vis	158	185
1666	6	to		directly	homepage	redirects	1327492101	Re: imdb + vis	158	16
1668	6	to		resolve	correlations	analysing	1327495269	Re: imdb + vis	158	60
1667	6	to		entered	ideology	spellings	1327502201	Re: imdb + vis	158	100
1728	6	to		quarterly	needing	superior	1327518586	bat signal	168	90
1732	6	to		available	somewhere	march	1327520394	Re: bat signal	168	7
1735	6	to		then	next	weeks	1327520712	Re: bat signal	168	5
1730	6	to		available	weeks	within	1327522116	Re: bat signal	168	8
1727	6	to		not	definitely		1327522298	Re: bat signal	168	2
1729	6	to		earliest	swamped	reschedule	1327565165	Re: bat signal	168	53
1734	6	to		members	march	collaboration	1327565997	Re: bat signal	168	13
1731	6	to		early	jobs	march	1327566363	Re: bat signal	168	17
1733	6	to		tied	til	prob	1327566851	Re: bat signal	168	16
2080	6	to		trigger	shadow	frida	1327932800		204	64
2081	6	from		organize	reaction	permission	1327938410	Re:	204	31
2081	6	to		organize	reaction	permission	1327938410	Re:	204	31
2497	6	to		sydney	disappointing	competed	1328221509	Now I am Sure: Visualizing Marathon is Bullshit	248	61
2495	6	to		speakers	jurors	imho	1328221708	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	19
2501	6	to		poor	association	guilty	1328221933	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	27
2494	6	to		scores	picked	highest	1328222314	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	36
2488	6	to		campaigning	consequently	judicable	1328226468	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	103
2493	6	to		enabling	systemic	encouraging	1328228028	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	156
2499	6	to		adam	branding	sole	1328257198	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	96
2496	6	to		limb	rooting	thereby	1328257515	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	198
2492	6	to		fishing	neutral	eyecandy	1328294388	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	56
2498	6	to		complications	ield	tlflmos	1329247227	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	685
2489	6	to		insight	motivations	expectations	1329248424	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	53
2491	6	to		ria	sustai	tudents	1329253667	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	714
2500	6	to		trophies	uniting	weaving	1329301754	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	931
2490	6	to		cube	judgment	rubik	1329301964	Re: Now I am Sure: Visualizing Marathon is Bullshit	248	12
2576	6	to		mashes	ship	truer	1328288703	advice for contest entry	256	159
2549	6	to		exploding	implode	shortcuts	1328294215	Re: advice for contest entry	256	38
2558	6	to		contrast	indentation	interfere	1328471571	Re: advice for contest entry	256	156
2565	6	to		wtf	sthg	jeopardize	1328473749	Re: advice for contest entry	256	28
2572	6	to		spam	reduce	submissions	1328474419	Re: advice for contest entry	256	20
2567	6	to		amber	colorscale	regretfully	1328474862	Re: advice for contest entry	256	11
2561	6	to		prepare	crushing	warned	1328475110	Re: advice for contest entry	256	12
2554	6	to		overly	sophisticated	logarithmic	1328524699	Re: advice for contest entry	256	68
2553	6	to		twice	failed	delivery	1328525622	Re: advice for contest entry	256	25
2560	6	to		reluctant	clamping	crowded	1328526990	Re: advice for contest entry	256	87
2570	6	to		shortlist	chal	lenge	1330024959	Re: advice for contest entry	256	23
2556	6	to		shortlisted	disappointment	stylish	1330025645	Re: advice for contest entry	256	43
2550	6	to		freelance	visualizer	test	1330025753	Re: advice for contest entry	256	10
2564	6	to		picked	datastori	submissions	1330027085	Re: advice for contest entry	256	62
2571	6	to		oregon	reacting	repurcussions	1330078061	Re: advice for contest entry	256	116
2555	6	to		filmstrips	outrageaous	wholeheartedly	1330361848	Re: advice for contest entry	256	248
2559	6	to		participated	chosen	journalist	1330372004	Re: advice for contest entry	256	174
2575	6	to		fastcodesign	codesign	porsche	1330372090	Re: advice for contest entry	256	28
2563	6	to		rfps	bureaucratic	lottery	1330376973	Re: advice for contest entry	256	63
2574	6	to		turns	reviewed	resubmit	1330378695	Re: advice for contest entry	256	14
2577	6	to		tho	lens	mirror	1330379152	Re: advice for contest entry	256	35
2552	6	to		bullshit	preferring	arrogance	1330639138	Re: advice for contest entry	256	32
2557	6	from		confess	hmmm	sight	1330681330	Re: advice for contest entry	256	38
2557	6	to		confess	hmmm	sight	1330681330	Re: advice for contest entry	256	38
2562	6	from		spotlight	blinded	whaaaa	1330682218	Re: advice for contest entry	256	46
2562	6	to		spotlight	blinded	whaaaa	1330682218	Re: advice for contest entry	256	46
2573	6	to		rainbow	palette	remark	1330682412	Re: advice for contest entry	256	7
2551	6	to		coexist	predicting	unanounced	1331053883	Re: advice for contest entry	256	52
2566	6	to		confused	refunded	unanounced	1331060033	Re: advice for contest entry	256	25
2950	6	from		potentially	organizer	merging	1328645702	Ideas for Cartel's next meetup event: SEE+?	302	186
2950	6	to		potentially	organizer	merging	1328645702	Ideas for Cartel's next meetup event: SEE+?	302	186
2957	6	to		dialog	dirty	facilitate	1328689526	Re: Ideas for Cartel's next meetup event: SEE+?	302	96
2936	6	to		sociology	nicest	designy	1328689915	Re: Ideas for Cartel's next meetup event: SEE+?	302	75
2971	6	to		dirty	excercises	feasibility	1328696106	Re: Ideas for Cartel's next meetup event: SEE+?	302	121
2951	6	to		beg	electronic	gatherings	1328696760	Re: Ideas for Cartel's next meetup event: SEE+?	302	90
2938	6	to					1328696798	Re: Ideas for Cartel's next meetup event: SEE+?	302	0
2967	6	to		trend	encounte	exploiting	1328830708	Re: Ideas for Cartel's next meetup event: SEE+?	302	65
2941	6	from		encounter	commonalities	panelists	1329128501	Re: Ideas for Cartel's next meetup event: SEE+?	302	135
2941	6	to		encounter	commonalities	panelists	1329128501	Re: Ideas for Cartel's next meetup event: SEE+?	302	135
2960	6	to		input	lack	apologies	1329128631	Re: Ideas for Cartel's next meetup event: SEE+?	302	14
2933	6	to		porway	vahc	yongyeol	1329260622	Re: Ideas for Cartel's next meetup event: SEE+?	302	44
2945	6	to		vahc	yongyeol	republicofletters	1329261464	Re: Ideas for Cartel's next meetup event: SEE+?	302	88
2937	6	to		perceptions	practicalities	thrash	1329294694	Re: Ideas for Cartel's next meetup event: SEE+?	302	91
2948	6	to		disci	plines	wherea	1330282914	Re: Ideas for Cartel's next meetup event: SEE+?	302	210
2968	6	to		willem	freelance	visualizer	1330282967	Re: Ideas for Cartel's next meetup event: SEE+?	302	9
2979	6	to		started	sunday	yep	1330283203	Re: Ideas for Cartel's next meetup event: SEE+?	302	11
2963	6	to		too			1330283650	Re: Ideas for Cartel's next meetup event: SEE+?	302	1
2935	6	to		lilienthal	grüße	address	1330287422	Re: Ideas for Cartel's next meetup event: SEE+?	302	21
2977	6	to		critical	mass	logistics	1330288059	Re: Ideas for Cartel's next meetup event: SEE+?	302	13
2956	6	to		cannot	likely	certainty	1330288249	Re: Ideas for Cartel's next meetup event: SEE+?	302	9
2959	6	to		cider	ortunately	unf	1330289085	Re: Ideas for Cartel's next meetup event: SEE+?	302	19
2976	6	to		conceptualize	logistically	mobsters	1330360131	Re: Ideas for Cartel's next meetup event: SEE+?	302	131
2932	6	to		feasible	presenters	involve	1330361378	Re: Ideas for Cartel's next meetup event: SEE+?	302	30
2952	6	to		address	true	speakers	1330365945	Re: Ideas for Cartel's next meetup event: SEE+?	302	34
2934	6	to		complicated	organized	thematic	1330553017	Re: Ideas for Cartel's next meetup event: SEE+?	302	33
2969	6	to		organized	avm	deepening	1330553399	Re: Ideas for Cartel's next meetup event: SEE+?	302	24
2974	6	from		webpage	starter	advertisements	1330974927	Re: Ideas for Cartel's next meetup event: SEE+?	302	124
2974	6	to		webpage	starter	advertisements	1330974927	Re: Ideas for Cartel's next meetup event: SEE+?	302	124
2953	6	to		controversial	advertisements	adequate	1330979273	Re: Ideas for Cartel's next meetup event: SEE+?	302	167
2942	6	to		concerning	exclude	facebookies	1330979731	Re: Ideas for Cartel's next meetup event: SEE+?	302	82
2949	6	from		geeky	asn	weapons	1330981004	Re: Ideas for Cartel's next meetup event: SEE+?	302	267
2949	6	to		geeky	asn	weapons	1330981004	Re: Ideas for Cartel's next meetup event: SEE+?	302	267
4824	6	to		wait	cannot	introduce	1331031761	Introducing Kartograph	302	16
4826	6	to		alpha	gorgeous	greenland	1331032132	Re: Introducing Kartograph	302	98
4825	6	to		sticked	testity	traditionnal	1331032946	Re: Introducing Kartograph	302	148
4822	6	to					1331034200	Re: Introducing Kartograph	302	0
4827	6	to		flugl	isoline	taz	1331034311	Re: Introducing Kartograph	302	18
4828	6	to		longitude	latitude	altitude	1331116427	Re: Introducing Kartograph	302	18
5035	6	to		analytics	semi	stephenwolfram	1331289137	Data and People	302	12
2981	6	from		jacquet	nehru	weirdly	1331804846	Re: Ideas for Cartel's next meetup event: SEE+?	302	142
2981	6	to		jacquet	nehru	weirdly	1331804846	Re: Ideas for Cartel's next meetup event: SEE+?	302	142
